fips,nameState,nameCounty,abState,SC,PVID,PR,CF,PM,abs_Resilience,rel_Resilience,Resistance,Recovery,CFend
1001,Alabama,Autauga County,AL,0.521776968194382,0.560222888668584,0.443379043,0.485933434811613,0.361128084168753,0.2715294819209,0.558779171114592,0.128677935485845,0.0364332978292936,0.426153726817952
1003,Alabama,Baldwin County,AL,0.521229828672142,0.493120850865512,0.6982571,0.509361930887666,0.3002920021722,0.326028576034301,0.640072522628715,0.178691249091572,0.0429049004064613,0.477288117356348
1005,Alabama,Barbour County,AL,0.462785282103399,0.33648933420524,0.501233137,0.41867635030986,0.361506554081378,0.25867057232026,0.617829433472464,0.190207786249276,0.0394868875792232,0.382532001225304
1007,Alabama,Bibb County,AL,0.42319063759863,0.483305292160783,0.422967629,0.390020468738501,0.389806179572503,0.22098327270553,0.566594039077711,0.136417766134163,0.0368396822947186,0.34390025600066
1009,Alabama,Blount County,AL,0.525192658167329,0.525750344368381,0.482462274,0.415591385010453,0.412407115657878,0.239952389135714,0.577375753661685,0.128901726887034,0.0382994576767079,0.37337648577131
1011,Alabama,Bullock County,AL,0.38459669380043,0.20278236030497,0.482462274,0.375840900480083,0.382287959847628,0.240236750666004,0.639197996703222,0.231469131813252,0.0396350875802787,0.345507310778118
1013,Alabama,Butler County,AL,0.396712330149604,0.365969194626804,0.501233137,0.422083133833303,0.354106368772128,0.256897214041646,0.608641268625306,0.182429209663251,0.0389526250302332,0.38236422733166
1015,Alabama,Calhoun County,AL,0.551155412636239,0.425317524776804,0.46319282,0.470725860548622,0.436996061992878,0.271910950703344,0.577641836771911,0.142693739714843,0.0376001053033008,0.420134491974882
1017,Alabama,Chambers County,AL,0.512959581169481,0.426297134615867,0.443379043,0.422955503223707,0.413674303927128,0.244852392253284,0.578908160284129,0.145862157200249,0.0375608827153507,0.37747561305995
1019,Alabama,Cherokee County,AL,0.434360719068078,0.442432858205231,0.501233137,0.411696777766416,0.419499973741128,0.242086872173465,0.588022266015444,0.145300350274613,0.0386687315354136,0.370710722310978
