fips,nameState,nameCounty,abState,SC,PVID,PR,CF,PM,abs_Resilience,rel_Resilience,Resistance,Recovery,CFend
1001,Alabama,Autauga County,AL,0.481109268728801,0.560983259811973,0.443379043,0.483440116370941,0.361128084168753,0.268680304568785,0.555767499366206,0.128273616723053,0.0361958880098663,0.421785222704528
1003,Alabama,Baldwin County,AL,0.502377616491326,0.493661390610344,0.6982571,0.508494206473076,0.3002920021722,0.324830676443133,0.63880900177047,0.178369282724056,0.0427942202703381,0.475807397378563
1005,Alabama,Barbour County,AL,0.42240832475407,0.324514936002252,0.501233137,0.4206520427173,0.361506554081378,0.259756045738132,0.617508104941504,0.193895999580329,0.0392858525998788,0.383274028856924
1007,Alabama,Bibb County,AL,0.396582359107154,0.484571407892393,0.422967629,0.392529029771941,0.389806179572503,0.221511949505693,0.564319917011976,0.135984086733004,0.0366573945065749,0.344892342114533
1009,Alabama,Blount County,AL,0.466796728045169,0.537791778780261,0.482462274,0.412418749204524,0.412407115657878,0.236115534373321,0.572514064476317,0.126392304939182,0.0379861311401659,0.368305686477379
1011,Alabama,Bullock County,AL,0.48093454038723,0.190243139754335,0.482462274,0.378499192165842,0.382287959847628,0.245187097237279,0.64778763683556,0.238312204180447,0.0401955364628331,0.350712336440023
1013,Alabama,Butler County,AL,0.391302835682841,0.354188748736164,0.501233137,0.423704653802429,0.354106368772128,0.258647122428989,0.61044201452079,0.18612828597633,0.0389551844109958,0.383948753120459
1015,Alabama,Calhoun County,AL,0.458745599192084,0.423942855055029,0.46319282,0.471203378560102,0.436996061992878,0.268949002873054,0.57077053160125,0.142323881954394,0.0370111020656456,0.415841076387846
1017,Alabama,Chambers County,AL,0.418900540898342,0.421735027470901,0.443379043,0.426895744973864,0.413674303927128,0.244449391460564,0.572620819810537,0.14623797930773,0.0369844881238759,0.376897748777042
1019,Alabama,Cherokee County,AL,0.369987247062125,0.446335967177482,0.501233137,0.413213108953435,0.419499973741128,0.240944035308205,0.583098720944394,0.144025409960665,0.0382826877689975,0.369508978754515
1021,Alabama,Chilton County,AL,0.422724378884051,0.452528023570574,0.482462274,0.39230755324486,0.377965952933753,0.231364022470776,0.589751638879023,0.150962022678365,0.0385337155426711,0.353148686897312
1023,Alabama,Choctaw County,AL,0.38506563610835,0.376063279818909,0.537432386,0.38463945720595,0.357964739435878,0.238339013121168,0.619642651465039,0.18149567413478,0.0402575731144727,0.352987863575026
1025,Alabama,Clarke County,AL,0.409112257522042,0.277998899931122,0.537432386,0.419790024685518,0.338109635952753,0.269512307243725,0.642016940363525,0.223710008469009,0.0405087957040761,0.387913696696821
1027,Alabama,Clay County,AL,0.414993180574924,0.468315730429435,0.482462274,0.427935038478514,0.410412976307475,0.24678683931406,0.576692294679793,0.13992999952869,0.0377797444437952,0.3808112103759
1029,Alabama,Cleburne County,AL,0.384909951806218,0.490778170859585,0.482462274,0.392303002231971,0.408538526682628,0.226470343025717,0.577284246455508,0.135707655383725,0.0380620085492321,0.350158694148262
1031,Alabama,Coffee County,AL,0.493645737169668,0.438561334659281,0.554925679,0.518990876987952,0.346892968842628,0.313918860166488,0.60486392745161,0.168697210033098,0.0393086772525331,0.470920294545389
1033,Alabama,Colbert County,AL,0.445005149463095,0.455480345063962,0.46319282,0.468532513358473,0.468044648688755,0.262721098867329,0.560731841178163,0.129438016531917,0.0366795825196081,0.41078826396292
1035,Alabama,Conecuh County,AL,0.376723878941283,0.314967737983696,0.501233137,0.376546615292088,0.353983166670628,0.234882804011274,0.623781477438258,0.199595631461085,0.039687419125652,0.344678235140877
1037,Alabama,Coosa County,AL,0.391118101055279,0.420341761670867,0.422967629,0.358376215223386,0.396398807957878,0.207140573020445,0.57799754621363,0.148970333359195,0.0373493010190647,0.318538603583524
1039,Alabama,Covington County,AL,0.367559084611,0.383946236808208,0.588834438,0.456011174819924,0.358851618192003,0.282859013738095,0.620289653756389,0.18288403549634,0.0403940378295885,0.417586782466386
1041,Alabama,Crenshaw County,AL,0.313646788486447,0.398847423838116,0.519544993,0.432719166081137,0.357157851649003,0.259461702246969,0.599607603695369,0.172573662808274,0.0386112589460457,0.388632411024321
1043,Alabama,Cullman County,AL,0.454367453803462,0.488570109902551,0.605295189,0.451139398600773,0.426894223960503,0.271907923601949,0.602713760858135,0.142199051038772,0.0405024340169432,0.413107081445737
1045,Alabama,Dale County,AL,0.479342969392661,0.492685770114236,0.605295189,0.474056632577504,0.348416245874878,0.29029869461165,0.612371338490215,0.158676477136057,0.040703886612104,0.435602755491257
1047,Alabama,Dallas County,AL,0.407065855307765,0.247867036863659,0.501233137,0.410743842694673,0.384062948897128,0.258718526441194,0.629878039665497,0.21372855839936,0.0395939238164857,0.376278533421203
1049,Alabama,DeKalb County,AL,0.499868366386715,0.445457292901789,0.652928825,0.420959232369808,0.437055647333493,0.263156511341999,0.625135383919598,0.153195074685612,0.0424084746101316,0.392963294726396
1051,Alabama,Elmore County,AL,0.46755967873966,0.522173859852364,0.443379043,0.46799604706588,0.371581700532503,0.262603218874212,0.561122728537161,0.133795292725283,0.0364490335704084,0.409937586840999
1053,Alabama,Escambia County,AL,0.406626268900306,0.345312876603218,0.519544993,0.416317444378612,0.332151644532262,0.259631539412329,0.623638386808052,0.198456502515641,0.0397628644466514,0.381044859600001
1055,Alabama,Etowah County,AL,0.466276897385139,0.41546888076795,0.588834438,0.454418905746173,0.43679320998816,0.276418583415536,0.608290235991934,0.15469859980873,0.040444176118993,0.416514840915166
1057,Alabama,Fayette County,AL,0.361506970892307,0.486754934352037,0.443379043,0.418740548293463,0.429805958909253,0.233577053516416,0.557808539126045,0.12889520443358,0.0364446099337484,0.365427066289534
1059,Alabama,Franklin County,AL,0.492927026394758,0.432659935278807,0.46319282,0.428054711712668,0.452155749295003,0.246406813039693,0.575643267781837,0.137566747526027,0.0376986312953605,0.381764627426653
1061,Alabama,Geneva County,AL,0.380777022953518,0.412314286885341,0.605295189,0.431167341513556,0.338855947356503,0.270299014707001,0.626900483135277,0.182052670596674,0.0411777438937467,0.398031215419778
1063,Alabama,Greene County,AL,0.355157969804942,0.296716294827655,0.422967629,0.358525652482549,0.386295740318253,0.215209097229491,0.600261364115267,0.186924519917558,0.0376741741691702,0.321351568858137
1065,Alabama,Hale County,AL,0.371757296880297,0.323245762370967,0.443379043,0.378828453265555,0.372556264987628,0.227949388315563,0.601721930733045,0.184727443988722,0.0379839031185518,0.340377433230919
1067,Alabama,Henry County,AL,0.445580517533967,0.416733481744464,0.519544993,0.43845419086751,0.357049442309253,0.265035702366608,0.604477520997615,0.168636279969162,0.0392284498536141,0.397950050266625
1069,Alabama,Houston County,AL,0.488864653019661,0.410317799419863,0.519544993,0.47317625750546,0.360387211134613,0.285657723014471,0.603702570624383,0.16977120401197,0.0390610730109579,0.429031143466347
1071,Alabama,Jackson County,AL,0.383140807092207,0.464072466206888,0.554925679,0.430487087071408,0.442716882277128,0.253861731455564,0.589708121520157,0.139737154469871,0.0392521334693355,0.388595079557769
1073,Alabama,Jefferson County,AL,0.56599451435081,0.36987588375901,0.727359887,0.515585106500136,0.425523246598084,0.334163397668971,0.648124613096989,0.180908923803986,0.0437368974321816,0.486529292997941
1075,Alabama,Lamar County,AL,0.367234164370746,0.344339824683491,0.519544993,0.424468702909986,0.423942957771878,0.255602256700537,0.602169853626973,0.16957694007816,0.0389929847172968,0.383490094579557
1077,Alabama,Lauderdale County,AL,0.460812029115168,0.447276618875623,0.443379043,0.487035266695233,0.465416270335003,0.270286911529671,0.554963736740662,0.12992270315289,0.0360528041653789,0.423708124016695
1079,Alabama,Lawrence County,AL,0.379642593652921,0.536131392898066,0.482462274,0.38803762940178,0.436100773588753,0.220454127775597,0.568125643163683,0.122225180820851,0.0378184915790522,0.344839686150238
1081,Alabama,Lee County,AL,0.513000009094371,0.452224623383155,0.46319282,0.484056478527532,0.377218240969003,0.279978835524018,0.578401174126819,0.149862921184535,0.0373487928340146,0.430269443192207
1083,Alabama,Limestone County,AL,0.498580331294742,0.486806674907679,0.482462274,0.46134403651876,0.440063123639378,0.26332661644421,0.570781446382698,0.130734783166527,0.0375853810579327,0.410148400251219
1085,Alabama,Lowndes County,AL,0.367404832987111,0.276849439365339,0.401895782,0.363873179638877,0.354147148359753,0.220415744257246,0.605748806427547,0.203781370635265,0.037293461714609,0.325877076278024
1087,Alabama,Macon County,AL,0.469684907274815,0.304707094217257,0.482462274,0.413329907810274,0.376876469609003,0.25518045444373,0.617377183750425,0.194122982209207,0.0391870870644819,0.376995705026105
1089,Alabama,Madison County,AL,0.593295670928704,0.48293326232539,0.46319282,0.564637633220222,0.470679434766379,0.313620971524661,0.555437599396323,0.124596391550353,0.0362838774925661,0.494566340515321
1091,Alabama,Marengo County,AL,0.415500425165857,0.334586180399994,0.422967629,0.420893365472894,0.369893813274253,0.248874094262647,0.591299637101729,0.180161175454912,0.0370781744297128,0.374216190755497
1093,Alabama,Marion County,AL,0.352383390376797,0.445027390543131,0.501233137,0.443208984192982,0.429906878091253,0.255189629181687,0.575777202816296,0.141784301448095,0.0376817929144225,0.392641054195247
1095,Alabama,Marshall County,AL,0.505705191469397,0.43619830369775,0.588834438,0.457229112913899,0.442171027935378,0.277333292477051,0.606552130308631,0.149069134072309,0.0405017725137972,0.419656631042725
1097,Alabama,Mobile County,AL,0.511530907807804,0.389265033978777,0.683381924,0.479809289779007,0.317414283486431,0.314548059616967,0.655568923565118,0.203992980669926,0.0433956954405462,0.452255014936892
1099,Alabama,Monroe County,AL,0.418198147942312,0.34265656318475,0.501233137,0.430898850002766,0.338763712033253,0.265855040754519,0.616977837728766,0.195434416028516,0.0391521039405874,0.392004126110927
1101,Alabama,Montgomery County,AL,0.534680040344026,0.374412192332329,0.501233137,0.512349388106611,0.413558543504728,0.304567916745798,0.59445355809115,0.163779385197413,0.0383332126510342,0.461146116969399
1103,Alabama,Morgan County,AL,0.534833892376078,0.482809804263518,0.482462274,0.49068769207091,0.441837717643728,0.279590709238364,0.569793605497569,0.131276964794181,0.0374325066607292,0.435806388988771
1105,Alabama,Perry County,AL,0.356374763611046,0.305782194837081,0.443379043,0.375776774450855,0.400051154199378,0.225152141535717,0.599164602082566,0.181373424539647,0.0379017697070673,0.337031794434598
