fips,nameState,nameCounty,abState,SC,PVID,PR,CF,PM,abs_Resilience,rel_Resilience,Resistance,Recovery,CFend
1001,Alabama,Autauga County,AL,0.511592844395,0.553227284689,0.443379042641,0.448966046286,0.499902339423,0.245325261892568,0.546422750499693,0.107115849634247,0.036309164912884,0.392387400649859
1003,Alabama,Baldwin County,AL,0.506434244165,0.504157779191,0.69825709965,0.492016740801,0.401220195218,0.306774989845599,0.623505186726312,0.151477904196355,0.0423924970848177,0.458366575837848
1005,Alabama,Barbour County,AL,0.517325489435,0.37395908884,0.50123313661,0.417631510278,0.401186947091,0.25335176605097,0.606639489157139,0.167289209912044,0.0394329504306053,0.381003193478624
1007,Alabama,Bibb County,AL,0.493426231113,0.492299790034,0.422967628969,0.386992888189,0.484946586159,0.215744799932346,0.557490348057716,0.117347619926053,0.0368474212807662,0.34144836213606
1009,Alabama,Blount County,AL,0.521747481908,0.507074789456,0.482462274156,0.396137729735,0.448863889711,0.228770126086083,0.577501482222157,0.125708077818444,0.0384668862357191,0.356600159980414
1011,Alabama,Bullock County,AL,0.558130259703,0.28015162426,0.482462274156,0.393258078063,0.437767390494,0.242836313760312,0.617498602842202,0.182844812984115,0.0397289079394793,0.361135102861028
1013,Alabama,Butler County,AL,0.503316604813,0.397022687703,0.50123313661,0.428647835376,0.445965082965,0.254220235247379,0.593074814023924,0.150014900609813,0.0389001469384798,0.38790904079603
1015,Alabama,Calhoun County,AL,0.563216533298,0.442436764973,0.463192819939,0.461193028789,0.488952951221,0.262651444107009,0.569504367394015,0.128744344426964,0.0374706562040028,0.410664877691017
1017,Alabama,Chambers County,AL,0.565197497539,0.443766471272,0.443379042641,0.423619681813,0.46582082913,0.242273916165152,0.571913739060169,0.13140463737169,0.0375432426047322,0.378120411480838
1019,Alabama,Cherokee County,AL,0.539039451544,0.438502824721,0.50123313661,0.407710678384,0.474459990812,0.239632691526994,0.587751815765045,0.135324463132859,0.0390480913801683,0.369672754839886
1021,Alabama,Chilton County,AL,0.561833425451,0.448157325805,0.482462274156,0.380883374782,0.452904156995,0.22437251703344,0.589084564696111,0.136388248676638,0.0390820999016579,0.346054339140824
1023,Alabama,Choctaw County,AL,0.584085632373,0.398837395597,0.537432386462,0.414113929905,0.413347928754,0.254312778585531,0.6141130742544,0.161172998938068,0.0405519407484127,0.382175922633999
1025,Alabama,Clarke County,AL,0.49094456986,0.326772059659,0.537432386462,0.419797486968,0.381979782271,0.263025152610956,0.626552470598771,0.190268114365077,0.0404941683022194,0.387234711138475
1027,Alabama,Clay County,AL,0.584443614089,0.464962920472,0.482462274156,0.447529347523,0.458360564167,0.259204435005191,0.579189803841568,0.131988554687728,0.0382830608781558,0.402743222317418
1029,Alabama,Cleburne County,AL,0.578913700628,0.460635922725,0.482462274156,0.400197742812,0.458673467606,0.234201736400127,0.585215035833292,0.132841514793576,0.0388498546400499,0.362675128349212
1031,Alabama,Coffee County,AL,0.543039316772,0.461461753805,0.554925678672,0.496653193822,0.46569544168,0.292303877873741,0.588547262979049,0.136436442080095,0.0391648909695601,0.449680227586736
1033,Alabama,Colbert County,AL,0.501228886876,0.471296213601,0.463192819939,0.465452228113,0.47665718183,0.26161056771473,0.56205675236604,0.125309390811418,0.0369645577816455,0.410521370801322
1035,Alabama,Conecuh County,AL,0.501585449381,0.358245369002,0.50123313661,0.382076606502,0.396664194185,0.23437458330738,0.613423013392874,0.172958634908087,0.0398734633066551,0.350390730003485
1037,Alabama,Coosa County,AL,0.51623203172,0.450845042899,0.422967628969,0.340090872774,0.444484786774,0.195885088618023,0.575978670113251,0.132511148510386,0.0378889532367455,0.304995333161704
1039,Alabama,Covington County,AL,0.497408447403,0.390150478299,0.588834438398,0.467769285115,0.409477630215,0.288737342800446,0.617264433532571,0.167952608309112,0.040721925590326,0.430680483655579
1041,Alabama,Crenshaw County,AL,0.529207749944,0.424688933118,0.519544992928,0.454085678576,0.409837315168,0.271463353815712,0.597824081717383,0.153664923118395,0.0392228355433247,0.412480202125094
1043,Alabama,Cullman County,AL,0.583576562676,0.472732202243,0.605295188966,0.427727755469,0.490186932727,0.259795516154866,0.607385218361624,0.133918634535542,0.0412669750266235,0.396137298662686
1045,Alabama,Dale County,AL,0.516178240592,0.497085086265,0.605295188966,0.476321458941,0.453823707123,0.285099743611072,0.598544823583911,0.135632570986534,0.0403305295393129,0.435910322835783
1047,Alabama,Dallas County,AL,0.522276494766,0.300837686322,0.50123313661,0.413918931487,0.457546323091,0.252651172106947,0.610388056422788,0.172066210126291,0.0395835213716575,0.378465436223059
1049,Alabama,DeKalb County,AL,0.524148472603,0.436326190388,0.652928825399,0.413836075127,0.49245033171,0.257014134708282,0.621052996961195,0.14367192813294,0.0423949373495844,0.386396551948564
1051,Alabama,Elmore County,AL,0.450854096957,0.520071097737,0.443379042641,0.449213685333,0.494535359291,0.245487415786018,0.546482495527801,0.112484397357261,0.0361057193309321,0.39055007933534
1053,Alabama,Escambia County,AL,0.500702903492,0.37569872134,0.519544992928,0.421918931434,0.39705165041,0.257494436636527,0.610293630962153,0.169419549745338,0.0397601694037255,0.385882134680495
1055,Alabama,Etowah County,AL,0.562751817613,0.432636735112,0.588834438398,0.446732018526,0.490910218107,0.270309798945807,0.605082661945071,0.140022882722391,0.040730712969862,0.411520746213914
1057,Alabama,Fayette County,AL,0.521316477033,0.479443669394,0.443379042641,0.43573950885,0.469678968973,0.244833080297661,0.561879460836182,0.123778827799634,0.0369721128493475,0.385107252716966
1059,Alabama,Franklin County,AL,0.607150497022,0.431974790454,0.463192819939,0.439589583327,0.480839572601,0.254036764160288,0.577895322809131,0.132608122490175,0.038074034470483,0.395227622248847
