fips,nameState,nameCounty,abState,SC,PVID,PR,CF,PM
1001,Alabama,Autauga County,AL,0.506047413674,0.509178074625,0.443379042641,0.453886985328,0.495006395172
1003,Alabama,Baldwin County,AL,0.488429697045,0.475084934665,0.69825709965,0.512560779309,0.418037016108
1005,Alabama,Barbour County,AL,0.477843630118,0.338475509687,0.50123313661,0.438488685481,0.398811695034
1007,Alabama,Bibb County,AL,0.526246039483,0.439594129285,0.422967628969,0.411691339771,0.464521426476
1009,Alabama,Blount County,AL,0.549534221463,0.523285015258,0.482462274156,0.398157906135,0.506068229247
1011,Alabama,Bullock County,AL,0.557643889893,0.36824641176,0.482462274156,0.419935050249,0.401269093291
1013,Alabama,Butler County,AL,0.516230251313,0.410305224104,0.50123313661,0.456716074382,0.394173035396
1015,Alabama,Calhoun County,AL,0.556109459361,0.441716754904,0.463192819939,0.490745758682,0.50366564795
1017,Alabama,Chambers County,AL,0.560719508826,0.402327956495,0.443379042641,0.441354680671,0.468482762578
1019,Alabama,Cherokee County,AL,0.520521767006,0.424185798343,0.50123313661,0.423725389844,0.51170970597
1021,Alabama,Chilton County,AL,0.549519551208,0.462124071001,0.482462274156,0.408364250969,0.470738150509
1023,Alabama,Choctaw County,AL,0.521194598591,0.357295903784,0.537432386462,0.452138379583,0.402389622897
1025,Alabama,Clarke County,AL,0.58507904361,0.318755100613,0.537432386462,0.473294561474,0.378115523855
1027,Alabama,Clay County,AL,0.524481075734,0.470884805324,0.482462274156,0.447880747477,0.425667480992
1029,Alabama,Cleburne County,AL,0.63295518683,0.455145125183,0.482462274156,0.413915406692,0.463645138867
1031,Alabama,Coffee County,AL,0.541751959872,0.466332621454,0.554925678672,0.516281338365,0.433102872988
1033,Alabama,Colbert County,AL,0.445893419799,0.450485579885,0.463192819939,0.494892457271,0.52782344848
1035,Alabama,Conecuh County,AL,0.36685429049,0.312861531088,0.50123313661,0.423587565784,0.406664605513
1037,Alabama,Coosa County,AL,0.469100663407,0.457524143703,0.422967628969,0.373754010356,0.492338409091
1039,Alabama,Covington County,AL,0.491119812306,0.400605883915,0.588834438398,0.480561496168,0.433870747646
1041,Alabama,Crenshaw County,AL,0.522403364914,0.402104793934,0.519544992928,0.483949213744,0.359579279936
1043,Alabama,Cullman County,AL,0.566991333511,0.45809079993,0.605295188966,0.459856363821,0.512565287228
1045,Alabama,Dale County,AL,0.416077753864,0.458051710927,0.605295188966,0.48069828477,0.439678611676
1047,Alabama,Dallas County,AL,0.49218858047,0.299844016173,0.50123313661,0.451025128648,0.451252335401
