fips,nameState,nameCounty,abState,SC,PVID,PR,CF,PM
1001,Alabama,Autauga County,AL,0.511592844395,0.553227284689,0.443379042641,0.448966046286,0.499902339423
1003,Alabama,Baldwin County,AL,0.506434244165,0.504157779191,0.69825709965,0.492016740801,0.401220195218
1005,Alabama,Barbour County,AL,0.517325489435,0.37395908884,0.50123313661,0.417631510278,0.401186947091
1007,Alabama,Bibb County,AL,0.493426231113,0.492299790034,0.422967628969,0.386992888189,0.484946586159
1009,Alabama,Blount County,AL,0.521747481908,0.507074789456,0.482462274156,0.396137729735,0.448863889711
1011,Alabama,Bullock County,AL,0.558130259703,0.28015162426,0.482462274156,0.393258078063,0.437767390494
1013,Alabama,Butler County,AL,0.503316604813,0.397022687703,0.50123313661,0.428647835376,0.445965082965
1015,Alabama,Calhoun County,AL,0.563216533298,0.442436764973,0.463192819939,0.461193028789,0.488952951221
1017,Alabama,Chambers County,AL,0.565197497539,0.443766471272,0.443379042641,0.423619681813,0.46582082913
1019,Alabama,Cherokee County,AL,0.539039451544,0.438502824721,0.50123313661,0.407710678384,0.474459990812
1021,Alabama,Chilton County,AL,0.561833425451,0.448157325805,0.482462274156,0.380883374782,0.452904156995
1023,Alabama,Choctaw County,AL,0.584085632373,0.398837395597,0.537432386462,0.414113929905,0.413347928754
1025,Alabama,Clarke County,AL,0.49094456986,0.326772059659,0.537432386462,0.419797486968,0.381979782271
1027,Alabama,Clay County,AL,0.584443614089,0.464962920472,0.482462274156,0.447529347523,0.458360564167
1029,Alabama,Cleburne County,AL,0.578913700628,0.460635922725,0.482462274156,0.400197742812,0.458673467606
1031,Alabama,Coffee County,AL,0.543039316772,0.461461753805,0.554925678672,0.496653193822,0.46569544168
1033,Alabama,Colbert County,AL,0.501228886876,0.471296213601,0.463192819939,0.465452228113,0.47665718183
1035,Alabama,Conecuh County,AL,0.501585449381,0.358245369002,0.50123313661,0.382076606502,0.396664194185
1037,Alabama,Coosa County,AL,0.51623203172,0.450845042899,0.422967628969,0.340090872774,0.444484786774
1039,Alabama,Covington County,AL,0.497408447403,0.390150478299,0.588834438398,0.467769285115,0.409477630215
1041,Alabama,Crenshaw County,AL,0.529207749944,0.424688933118,0.519544992928,0.454085678576,0.409837315168
1043,Alabama,Cullman County,AL,0.583576562676,0.472732202243,0.605295188966,0.427727755469,0.490186932727
1045,Alabama,Dale County,AL,0.516178240592,0.497085086265,0.605295188966,0.476321458941,0.453823707123
1047,Alabama,Dallas County,AL,0.522276494766,0.300837686322,0.50123313661,0.413918931487,0.457546323091
1049,Alabama,DeKalb County,AL,0.524148472603,0.436326190388,0.652928825399,0.413836075127,0.49245033171
1051,Alabama,Elmore County,AL,0.450854096957,0.520071097737,0.443379042641,0.449213685333,0.494535359291
1053,Alabama,Escambia County,AL,0.500702903492,0.37569872134,0.519544992928,0.421918931434,0.39705165041
1055,Alabama,Etowah County,AL,0.562751817613,0.432636735112,0.588834438398,0.446732018526,0.490910218107
1057,Alabama,Fayette County,AL,0.521316477033,0.479443669394,0.443379042641,0.43573950885,0.469678968973
1059,Alabama,Franklin County,AL,0.607150497022,0.431974790454,0.463192819939,0.439589583327,0.480839572601
1061,Alabama,Geneva County,AL,0.512748015272,0.418804152496,0.605295188966,0.438135394438,0.4032395953
1063,Alabama,Greene County,AL,0.473628967483,0.334651584627,0.422967628969,0.39669965607,0.451357785086
1065,Alabama,Hale County,AL,0.539369864298,0.353539920828,0.443379042641,0.414859462541,0.408411389381
1067,Alabama,Henry County,AL,0.393225670646,0.443125846746,0.519544992928,0.428059125902,0.427797727766
1069,Alabama,Houston County,AL,0.526910470431,0.443916313123,0.519544992928,0.43618988984,0.451178001181
1071,Alabama,Jackson County,AL,0.454125811095,0.466150521766,0.554925678672,0.411197752919,0.51011889085
1073,Alabama,Jefferson County,AL,0.621216068863,0.429392135643,0.727359886946,0.483210716574,0.507275574303
1075,Alabama,Lamar County,AL,0.507530158249,0.355117402364,0.519544992928,0.435791325265,0.491817436349
1077,Alabama,Lauderdale County,AL,0.514198779083,0.456581099838,0.443379042641,0.466941867389,0.506709771941
1079,Alabama,Lawrence County,AL,0.500402612227,0.527811257291,0.482462274156,0.372291275789,0.45659280016
