fips,nameState,nameCounty,abState,SC,PVID,PR,CF,PM,abs_Resilience,rel_Resilience,Resistance,Recovery,CFend
1001,Alabama,Autauga County,AL,0.511592844395,0.553227284689,0.443379042641,0.448966046286,0.499902339423,0.379398261050008,0.845048894428698,0.632291200069196,0.0432041448968208,0.438998154213104
1003,Alabama,Baldwin County,AL,0.506434244165,0.504157779191,0.69825709965,0.492016740801,0.401220195218,0.43674501950491,0.887662925440081,0.691080978833292,0.0497599266325866,0.487925956225957
1005,Alabama,Barbour County,AL,0.517325489435,0.37395908884,0.50123313661,0.417631510278,0.401186947091,0.370023705168442,0.886005236822607,0.71438220272184,0.0453794119252062,0.412271408017653
1007,Alabama,Bibb County,AL,0.493426231113,0.492299790034,0.422967628969,0.386992888189,0.484946586159,0.329040351111827,0.850249090239431,0.649247617566556,0.0425493852418561,0.378323881736557
1009,Alabama,Blount County,AL,0.521747481908,0.507074789456,0.482462274156,0.396137729735,0.448863889711,0.341104292003192,0.861074990840628,0.660584824454348,0.0443830862553355,0.389206026880454
1011,Alabama,Bullock County,AL,0.558130259703,0.28015162426,0.482462274156,0.393258078063,0.437767390494,0.351017539800059,0.892588250263038,0.730944156880426,0.0452918273391706,0.388540639832937
1013,Alabama,Butler County,AL,0.503316604813,0.397022687703,0.50123313661,0.428647835376,0.445965082965,0.375945366377761,0.877049492266747,0.694256109510742,0.0451114331036944,0.422481514770201
1015,Alabama,Calhoun County,AL,0.563216533298,0.442436764973,0.463192819939,0.461193028789,0.488952951221,0.398908680496643,0.864949501825942,0.668514945713237,0.0445805960959221,0.453498026940986
1017,Alabama,Chambers County,AL,0.565197497539,0.443766471272,0.443379042641,0.423619681813,0.46582082913,0.366352435989144,0.864814482701171,0.672252218952061,0.0439970529845769,0.416208982295583
1019,Alabama,Cherokee County,AL,0.539039451544,0.438502824721,0.50123313661,0.407710678384,0.474459990812,0.354365405375833,0.869158999662197,0.6745842827753,0.0451405009491969,0.401495204124083
1021,Alabama,Chilton County,AL,0.561833425451,0.448157325805,0.482462274156,0.380883374782,0.452904156995,0.330951323656504,0.868904619021309,0.676376304278933,0.044773079064717,0.374911565755444
1023,Alabama,Choctaw County,AL,0.584085632373,0.398837395597,0.537432386462,0.414113929905,0.413347928754,0.367099836466594,0.886470630318591,0.707029240019168,0.0466933957840466,0.409499195069896
1025,Alabama,Clarke County,AL,0.49094456986,0.326772059659,0.537432386462,0.419797486968,0.381979782271,0.376507378901412,0.89687859167702,0.736415012054029,0.0462314284813864,0.415335687764613
1027,Alabama,Clay County,AL,0.584443614089,0.464962920472,0.482462274156,0.447529347523,0.458360564167,0.388666745826943,0.868472085636727,0.672346703626368,0.045212414541393,0.440729718870902
1029,Alabama,Cleburne County,AL,0.578913700628,0.460635922725,0.482462274156,0.400197742812,0.458673467606,0.347237139430187,0.867663912820486,0.67210191707152,0.044950850163023,0.393960940154652
1031,Alabama,Coffee County,AL,0.543039316772,0.461461753805,0.554925678672,0.496653193822,0.46569544168,0.434297052431209,0.874447316222958,0.676631727946027,0.0467644276962076,0.490362587378955
1033,Alabama,Colbert County,AL,0.501228886876,0.471296213601,0.463192819939,0.465452228113,0.47665718183,0.4004588584982,0.860365112273088,0.662437745669054,0.0439625717682711,0.45681618965672
1035,Alabama,Conecuh County,AL,0.501585449381,0.358245369002,0.50123313661,0.382076606502,0.396664194185,0.339086278181875,0.88748243784483,0.719416143235421,0.0451426571175458,0.377148919764079
1037,Alabama,Coosa County,AL,0.51623203172,0.450845042899,0.422967628969,0.340090872774,0.444484786774,0.292737512856367,0.860762626378683,0.671651269082167,0.0427524775458708,0.333262214743159
1039,Alabama,Covington County,AL,0.497408447403,0.390150478299,0.588834438398,0.467769285115,0.409477630215,0.416575577043044,0.890557782007064,0.713321778354852,0.0474332857299588,0.463006308370643
1041,Alabama,Crenshaw County,AL,0.529207749944,0.424688933118,0.519544992928,0.454085678576,0.409837315168,0.400133281877764,0.88118454458324,0.699107968834674,0.0459160434852446,0.448258584694042
1043,Alabama,Cullman County,AL,0.583576562676,0.472732202243,0.605295188966,0.427727755469,0.490186932727,0.374316320544188,0.875127498176388,0.669700907705946,0.0479348949821055,0.423019144275042
1045,Alabama,Dale County,AL,0.516178240592,0.497085086265,0.605295188966,0.476321458941,0.453823707123,0.416778214409527,0.874993571224243,0.672516730097004,0.0475586409035785,0.470748612471279
1047,Alabama,Dallas County,AL,0.522276494766,0.300837686322,0.50123313661,0.413918931487,0.457546323091,0.367668203675548,0.888261385761465,0.719467242952047,0.0454522165960604,0.408766045334761
1049,Alabama,DeKalb County,AL,0.524148472603,0.436326190388,0.652928825399,0.413836075127,0.49245033171,0.364584830432133,0.880988517785086,0.680583714621657,0.0486023144439288,0.409766867572535
1051,Alabama,Elmore County,AL,0.450854096957,0.520071097737,0.443379042641,0.449213685333,0.494535359291,0.380537952244292,0.84712012271443,0.641020084554788,0.0427535032436737,0.438885757259111
